¿En cuál vas?,ID,Comentario,Gobierno,Oposición,Posible Contradicción
1231,737,SALUDOS ¿COMO NO VAMOSA APOYAR LA 4T SI HASIDO UN CAMBIODE 90 GRADOS PARA MEXICO DIOS LO BENDIGA SR PRESIDENTE,1,0,
1232,7068,Gracias por no publicar lo de López Doriga,0,1,
1233,3449,Este DOCTOR ️ CHAPATIN de verdad creé que los MEXICANOS 🇲🇽️votaríamos por él,0,0,
1234,7562,LOL!! Sabe muchísimas cosas !!,0,0,
1235,4069,Lista para ver a mi  querido chumel torres,0,0,
1236,5557,"Talvez la oposición puede hacer los espectaculares para perjudicar al aspirante, son capaces.",0,0,
1237,3291,Qué placer escuchar a tan extraordinario periodista! Felicidades a este gran trabajo!,0,0,
1238,461,"El pri debe , puede , se mantiene etc.  Pero lo que urge es que debe desaparecer la apatia de los ciudadanos.  Gracias a periodistas como el señor Cruz estamos  floreciendo en una nueva reeducacion de cultura política.  Ya basta de dejarnos de políticos ladrones vendidos al extranjero.",0,0,
1239,4098,Eres el mejor alito!  Alito. Alito Alito,0,1,
1240,4395,Eres grande mi Chumi!,0,1,
1241,4407,Presidente d New Lion,0,0,
1242,304,Alito el mejor aliado de morena xq por sus estupideces está enterrado más a los PRIANISTAS y nos está dejando libre el camino jajaja VIVA LA 4T,1,-1,
1243,205,"Eso es exactamente lo que propone el pan, algunos estarán de acuerdo, pero hay muchos que pensamos que no debemos llegar a las condiciones que hoy vive Alemania o España, me inclino por un candidato que de prioridad a los temas de seguridad nacional, por ejemplo la energética. No votaría nunca por un candidato con esas ideas antimexicanas.",0,0,
1244,3350,Si la salvación es que no seas presidente o que te saquen de el puesto que ejerces,0,0,
1245,3472,Esa pinche mania de hablar ingles en mexico  cuando apenas hablas español !,0,0,
1246,182,"Sr Presidente todos los días lo veo, ojalá algún día lo vea en persona y me honre con una foto junto a Ud., mi hermano ya lo hizo porque lo vio en un hotel, creo en Villahermosa o Carmen. Con respecto a que México va a salir adelante con el apoyo del pueblo y no de oligarcas, es muy cierto Sr. Presidente, pero principalmente, el tener un líder como Ud, qué es nuestro abogado, administrador, maestro, y un extraordinario ser humano. Aquí en mi casa lo queremos mucho, soy Ingeniero pensionado, mi esposa también nivel universitario, de clase media media. Gracias Sr. Presidente porque Ud. Ha trabajado para nosotros los mexicanos, con gran energía y amor. Dios lo bendiga. Y todas las mañanas lo saludo al empezar su conferencia y lo bendecimos. Saludos de Veracruz Puerto",1,0,
1247,260,"El valiente Norona que por su Amor al Pueblo mas desprotegido y el Amor a su Mexico, hace temblar a las trasnacionales, derecha y la burguesia nacional.Bravo Norona ,futuro Presidente de Mexico🇲🇽",1,0,
1248,7089,Cuáles leyes las que ellos pusieron jajaja,0,0,
1249,4623,"Con que ropa.  Y que justicia, si ellos ya tuvieron su oportunidad y nunca hicieron nada por el pueblo razo.  Solo dejaron obras sin terminar, y desvios del presupuesto publico en Conacyt y la estafa maestra.  Deberian tener verguenza.",0,0,
1250,5561,"Jajajajaja hasta en noticieros en inglés ya lo anunciaron cbs,fox se burlaron a más no poder",0,0,
1251,7668,Que gusto saludar a tod@s .,0,0,
1252,5683,"Esa mujer es muuuy torpe, no me explico x qué la dejan hablar  seguro compró su título.",0,0,
1253,4363,"Ánimo, noroña presidente",1,0,
1254,2081,En la interna de morena apoyemos ADAN,1,0,
1255,1522,"Saludos al periodista Francisco muy buena información, si Mexicanos todavía falta mucho para eliminar al PRI",0,-1,
1256,5103,"Merecen ser tratados con respeto como todas y todos, pero no es una mujer, que se sienta identificado como mujer es otra cosa.",0,0,
1257,244,"En la oposición podría haber muy buenas opciones para presidente, se me vienen a la mente : Ricardo Anaya, Maru Campos, la ministra Norma Piña y Carlos Loret de Mola, vienen desde la ciudadanía, la ciudadanía los identifica",0,1,
1258,5757,No venga con su discurso de odio!!!*Procede a lanzar un chiste clasista sobre Tepito,0,0,
1259,7856,aaaah estos políticos!,0,0,
1260,6854,Mi respeto y admiración a estos grandes !!!!! 🇲🇽,0,0,
1261,3475,"Y decir vaya a"" tepito tv "" no es discriminación también?? Pura hipocresía",0,0,
1262,2890,Ese wey lo único que siempre le importo fue llenarse los bolsillos pero estuvo bien después de todo......mató al PRI.,0,0,
1263,580,"Para el próximo año también se van a elegir los presidentes municipales en el estado de México, para que tengan una oportunidad van a tener que ir en coalición para ganarle a Morena.",0,0,
1264,8070,Son los mejores!,0,0,
1265,4599,"Hola,les doy las gracias por mantenernos informados,son los únicos que se atreven a hablar con la verdad,de aquí a que vuelva a funcionar la línea 12 los que vivimos y tenemos la necesidad de utilizar el metro vamos a tomar VALOR y utilizarlo, que miedo.",0,0,
1266,3413,"Muy bien, es la primera entrevista que veo de Noroña, nunca me sale en Youtube",1,0,
1267,7738,Y quería gobernar el país,0,0,
1268,5157,En culiacan sinaloa están peor xke el alcalde se roba el dinero.. y las calles de las colonias más viejas sin pavimentar,0,0,
1269,4520,"Este conductor ya lo habia visto en la entrevista con Arjona, en la que se comporta irrespetuosamente y trata de hacer enfadar a Arjona. Ahora nuevamente pero de una manera aun mas burda intenta generar escandalo. Me queda claro que no se trató de un desliz en la entrevista con Arjona sino que es su manera de ser. Yo recordaba de niño a CNN como un canal serio, que triste ver en lo que se ha convertido. Me parece una falta de respesto enorme de CNN para con su auditorio el hecho de que pueda tener al frente de un programa a gente como esta.",0,0,
1270,1282,Gerardo Fernández Noroña nuestro próximo presidente digno susesor de nuestro amado presidente ANDRÉS MANUEL LÓPEZ OBRADOR#GERARDOFERNÁNDEZNOROÑAPRESIDENTE,1,0,
1271,7601,Que buenos son tú y tu equipo,0,0,
1272,6426,V.A.N.D.A.L.I.T.O.  Por lo menos ya sabe que está  ARRUINADO,0,0,
1273,5520,"Ajajaja, las 5 encuests!!, buenisimo ajajajaja, muchas felicidades a los dos, son exelentes!!!!",0,0,
1274,7713,Tan pagados de sí mismos .,0,0,
1275,3744,Nunca me imaginé que la hermana de Sammy estuviera en el PAN,0,-1,
1276,1436,Ya van más de 4 años de tirarle basura a la 4t. Han desperdiciado mucho tiempo. No han hecho ninguna propuesta para México.,1,0,
1277,3517,Jajajajajaja que buen sketch de amlo del pasado con el amlo del presente,0,0,
1278,946,Sr presidente amlo abusados con los chayoteros que bueno que se podo evitar esas gentes no tienes corazón lo que le interesas es el dinero como si con eso viviera eternamente está enfermo  esperemos que los presidentes de otro país no lo tomen en cuentas de esas gentes que lo desechen todos sus deseo de perjudicar el país  gracias a dios y de ambos país,1,0,
1279,7193,"Excelente entrevista, mi apoyo a Noroña",1,0,
1280,6460,A que mí Ciro Pera LocaDebería de vender pero a su gfa !!!!,0,0,
1281,5684,"¡Que chispa!. Habla como la chimoltrufia, porque como te dice una cosa te dice la otra.",0,0,
1282,3606,MUY BUENOS DÍAS SR PRESIDENTE DIOS LO BENDIGA Y LO PROTEJA SIEMPRE,1,0,
1283,3796,"Mi presidente 🇲🇽, que tenga un excelente y bendecido día.",1,0,
1284,2878,Apoyo total Noroña. El candidato más austero pero rico porque el pueblo está con el . Que se haga viral en todo México,1,0,
1285,3378,"1:34Videgaray: ""Ya está listo para ser Presidente""Nuevo León: ""No le des cuerda""",0,0,
1286,221,"NOO, EXISTE DISTANCIA QUÉ NOO SÉ PUEDA RECORRER NIII,  META QUÉ NOO SÉ PUEDA ALCANZAR.... ASÍ QUÉ  ESTÁ FUE SÚ META JUNTO,  CON LOS  VERDADEROS MEXICANOS🇲🇽 QUERIDO SR.  PRÉSIDENTE DE NACIÓN... TRIUNFO DE   LA CONMEMORACIÓN, QUINTO AÑO... ÉL 1 DE JULIO,  LO FESTEGADEMOS LIC. AMLO...🇲🇽️",1,0,
1287,5724,Por eso la televisión se dedica a hacer novelas... ahí no hay ningún discurso de odio,0,0,
1288,706,Soy de Tabasco y votaremos toda mi familia por Adan Augusto (esperando siga los consejos de su primo el huey tlatoani  ),1,0,
1289,5065,"En Verdad... alguien le cree?Solo sale a hacer el ridiculo.Que alguien le diga que ya no diga nada, es una verguenza esa persona.",0,0,
1290,331,Imagínense que en una sorpresa morena y movimientos naranja hagan una alianza y el candidato por Morena sea Samuel G!!!,0,0,
1291,4183,Jajaja la Claudia habla como Babidi.,0,0,
1292,275,"AMLO presidente Noroña el siguiente Noroña es Pueblo con su gran personalidad, inteligencia, experiencia y super motivacion es el unico para profundizar la 4T transformacion",1,0,
1293,157,El mejor presidente que a tenido mexico 🇲🇽 en muchísimos años y la 4T tiene que continuar con el licenciado Adán agusto mexico se tiene qué seguir transformando,1,0,
1294,4192,Alito es el retrato de Irma Serrano.,0,-1,
1295,6022,"Felicidades y gracias a todos, mi reconocimiento a las ""estuatas"", jajaja",0,0,
1296,2702,"Estamos de acuerdo con AMLO 🇲🇽 en todo lo que dice xk tiene toda la razón,ya basta de tanta p tranza de los Ministros Magistrados y Jueces",1,0,
1297,2114,Chumy si hay chairos en tu canal,0,1,
1298,4495,Viva morena,1,0,
1299,4497,Viva México,0,0,
1300,7419,Buenísimo como siempreFelicidades!,0,0,
1301,4646,"Desconosco si el tipo es bueno o malo, pero almenos intento hablar Ingles cosa que los que critican no sabenl o cual le entedi lo que dijo, tiene su asento pero hablo Algo entendible, los que critican son los que menos hacen.",0,0,
1302,5881,Si ya es un asunto de estaso no dudo que el comandante supremo use las fuerzas,0,0,
1303,4629,"Pues si ya los migrantes en USA no podrán votar, ellos deben decir a sus beneficiarios que salgan a votar por quien ellos elijan y hagan su voz altravez de ellos ya que muchos de ell@s no votan, pero si van a votar hacen oír su voz.",0,0,
1304,446,"Buenos días sr. Presidente López Obrador. Solo para expresarle mi agradecimiento por todo el esfuerzo que hace para sacar adelante nuestra nación. De verdad muchas gracias. Cualquier error que haya cometido, pues somos humanos comunes, queda minimizado por tanto bien que nos ha traído. Reciba un afectuoso abrazo.",1,0,
1305,6450,Extraño a las tías y las cartas leídas con la voz de Víctor,0,0,
1306,6764,"Hermanooooooooos como siempre geniales, grandiosos.",0,0,
1307,6904,El punto G de la Maestra Elba Esther jajajajaja,0,-1,
1308,7050,Chale mano!! esta si que les gano a todos.,0,0,
1309,4455,#Cuadriidioteses,0,-1,
1310,4311,Bendiciones amado presidente,1,0,
1311,3733,"Lastima que Oaxaca, Guerrero y Chiapas no esta en tus México",0,0,
1312,1158,Dios lo bendiga siempre con salud y bienestar AmorEstoy muy orgullosa por sus conferencias Matutinas siempre informarnos de todos los avances mil gracias SR. LIC. PRESIDENTE ANDRÉS LÓPEZ OBRADOR,1,0,
1313,2906,"La oposición cada vez es más absurda en sus personajes y propuestas, ahora sí tontos mexicanos si votamos por ellos",0,0,
1314,1633,Exelente programa y estamos con AMLO y chayoteros prian solamente son chismes saludos d Hidalgo,1,0,
1315,6985,Mas bien la reconstruction de la corrupcion.,0,0,
1316,5771,Hay ocasiones que me pregunto si ya algunas personas habrán pensado en el suicidio.,0,0,
1317,1819,"Ya no se enojen, mejor cantemosMOVIMIENTO NARANJA MOVIMIENTO DESAHUSIADO!!!",0,0,
1318,7226,"Bravo por ése gritón, Gabrielo Mimí!!!",0,0,
1319,1419,"Así es mi querido y admirable Presidente AMLO gracias por informar con veracidad, Dios lo bendiga cada dia de su hermosa vida!!",1,0,
1320,7641,"Jajaja dos mimosas, sin jugo",0,0,
1321,7134,"No te dejes Manuelito, arriba Nuevo León.",1,0,
1322,3892,Y EL INAI PODRÁ DECIRNOS SI CALDERON ANDA BORRACHO?,0,-1,
1323,2487,"Si el pueblo decide NOROÑA es el que sigue, sin embargo también existe la posibilidad de una imposición por parte de MORENA, como lo han venido haciendo, lo digo por experiencia",1,0,
1324,8136,Dios ayúdanos,0,0,
1325,3885,Alito el cachondo y con pruebas pero no hacen nada.,0,-1,
1326,3060,Claro que si y así será porque si alguien de los que siguen van para bajo como le está pasando al prian,0,-1,
1327,4429,Pues si el kks pudo,-1,0,
1328,1275,"Se sigue trabajando e informando, quisiera ver trabajando a los candidatos de la oposición aunque fuera la mitad de horas que trabaja el presidente AMLO  .",1,-1,
1329,7347,El embajador Ruso se parece a crill,0,0,
1330,3323,nooooooooo xfas ... eres nuestro GALLO..... contabamos contigo... vamos MORENA.....,1,0,
1331,410,"Ooohhh cuan querido es mi buen Presidente!! No estoy en México por ahora pero Ud. Es mi representante y con mucho orgullo, no me pierdo las mañaneras, ya sea por este canal o por el de Gobierno de México, tratando de estar al pendiente de todo. Recuerde que las tinieblas no pueden ver la luz por eso es que lo odian a muerte, porque son unos hijos del diablo, oscuros en su totalidad. Ánimo y que Dios le proteja!",1,0,
1332,5879,Es increíble que no haya una crítica favorable este señor y ni así se da cuenta,0,0,
1333,4993,"No sé cómo me llegó este video en recomendados, pero desde que Diego Ruzzarin te partió la madre en un vídeo, dejé de creer en ti  quedaste",0,0,
1334,3566,Sólo ver a mi querido Don Corruptón en la miniatura me puso de buenas,0,0,
1335,2307,"Felicitaciones por el programa. La realidad en escena, divertido pero lamentable en la realidad. ME GUSTÓ lo de los pejezombies, parecería ficción pero así es como funciona la mañanera, ""lavado de cerebro para mentes débiles y convenencieros""",-1,0,
1336,1183,"Lili aguanta, el pueblo se levanta, jajaja. Sin duda nuestra gran aliada, para que MORENA siga avanzando hacia un país mejor. Esta furibunda representa al cien a los fachos clasistas...",1,-1,
1337,3156,No ma...nches...que nefasta...y está quería ser presidenta de México?   Vaya con esta gente ...,0,0,
1338,6715,Mas puteado que integrante de la Sonora Santanera...,0,0,
1339,2673,"Se llegó a decir, a manera de sorna, que Elba Esther Gordillo era ""la mamá de Chuky"". Ahora le podrán decir algo aún peor: ""La mamá de Quadri""",0,-1,
1340,5107,"Oigan Sanchez Cordero, seguro que tiene a toda su familia dentro del poder judicial  esa señora ya no debe ni  abrir la voca.",-1,0,
1341,1594,"Jajajajaja como siempre espectacular, feliz día de la independencia Brozo y Loret, un fuerte abrazo",0,1,
1342,6813,Algún día veremos al doctor muerte tras las rejas,-1,0,
1343,3994,Bendiciones y larga vida mi querido Presidente,1,0,
1344,5941,"12:12 el despertador con toque de corneta, jajajajaja. JEsus cristo vencedor",0,0,
1345,3671,"""¡UN LOCO..UN LOCO...AMÁ!....no hijo,  es un político corrupto""",0,0,
1346,4055,Para que sigues perdiendo el tiempo Xochitl,0,-1,
1347,5571,"Menos mal que no estaban tomando café los periodistas, por que si no lo escupen de la  risa.",0,0,
1348,7438,Felicidades.!!!!la pura neta...🇲🇽,0,0,
1349,3360,que vergüenza da. Su mejor réplica es trabajando a favor del pueblo en el senado.,0,0,
1350,3564,"No mamen , eso le corresponde al municipio y quienes son lis del Pan?",0,0,
1351,1267,*AAY NANITA!!!!... Y ESO QUE NO TRAE SU ESCOBA Y GORRO!!!!... PERO DE TODOS MODOS ESPANTA!!!!️️️... ¡¡CUIDENSE!... Y ¡NO LE ACEPTEN NI UNA MANZANA!!!!!.....*,0,0,
1352,1342,"Jjjjjjjjjjjjoooooo jjjjjjjjjjjjoooooo , ! Ah ! que fantásticos carnales , son brillantes !! Me quedo pasmado !!Que chingones , BROZO y LORET .",0,0,
1353,5348,"Sonó tan cabron lo de ""cuando el rey salga"" todo se caerá por su propio peso..Realmente es algo muy real",0,0,
1354,8214,súper!!!!,0,0,
1355,284,Si guanajuato sigue votando por el pri o pan nunca avanzara como lo estan haciendo otros estados que apollan al presidente AMLO y a la vez el los apolla. tambien.,1,0,
1356,5068,"Which is better than yours"" no thank you al final, ni para traducir bien son buenos. Que pena que no le pudieron dar una revisada",0,0,
1357,6502,"T Ferreti y Lucca Turilli, jajajaa se la volaron con éso!",0,0,
1358,773,Joya! Una vez más somos testigos de cómo Margarita Zavala es una proeza imitando a Mario Moreno.,0,-1,
1359,4015,"Si debería, she debe ir el PRI de la política.",0,-1,
1360,5849,"ÉSTE WEY SOLITO SE QUEMÓ, UN TIPITO DECOLORIDO, SIN LOS TAMAÑOS PARA RECONSTRUIR",0,0,
1361,3278,"Como buen comico que es (se parece a Groucho Marx). Me haces reir Quadrito.  ja,ja,ja.",0,0,
1362,1096,Excelente entrevista con el sr Noroña...muy sencillo y Claro...sin rodeos y honesto...muy diferente a los otros aspirantes y políticos...bien vale la pena apoyarlo... sería un extraordinario presidente de México...,1,0,
1363,3135,Xóchitl ARRÉGLATE ESA TRAMPA DE OSO “dientes” PERO RAPIDITO y no eches desmadre URGE SERIEDAD ..,0,-1,
1364,7284,Claro por eso gano la maestra Delfina,1,0,
1365,2406,"No importa quien gane, si Delfina o Alejandra, quienes perderán serán los mexiquensesY Dios nos libre de que para 2030 AMLO escoja a Delfina o a Salgado Macedonio como futuro candidato a la presidencia",-1,0,
1366,2546,Despues de escuchar esto.... Y asi votan las iniciativas?... Cualquiera!... Venga del partido que venga ... Esta es la cara absoluta de la incompetencia y lo absurdo,0,0,
1367,2937,"Entonces... Si no es rentable para México, ¿porque lo querrían comprar otros?, Sería entonces una compra absurda.",0,0,
1368,222,Buenas Noches  Que Pesadilla Gobierno  4 🇲🇽 TRISTE Realidad De Nuestro MÉXICO 🇲🇽 NO MERECE ESTO DEMOCRACIA JUSTICIA ️🇲🇽 DEMOCRACIA ️🇲🇽 DICTADOR Y AUSTERO 🇽 Gobierno Rico$$$Y Ciudadanos Pobres  🇲🇽 Odio Y RENCORES FALTA DE RESPETO Y LEALTAD Y HUMANIDAD Y EDUCACIÓN 🇲🇽 DECADENCIA TOTAL 🇲🇽,-1,0,
1369,4165,Buenos días... bendiciones Presidente,1,0,
1370,7201,Ya no vas a sacar a don corru y a Beto?,0,0,
1371,22,"De hecho FRENA, a través de Gilberto Lozano, afirmó que si se perdía el Edomex propondría a un candidato propuesto por la sociedad. Ya lo tienen y no tardan en anunciarlo. También recordemos que se realizó hace varios meses el CPAC, en el que participaron personalidades internacionales de derecha a través del Movimiento Viva México. El candidato tendrá que ser ciudadano y romper el el baile de los políticos. Ojalá Latinus hablara de eso, pero fuera del capítulo del campamento no han abierto esta narrativa. Saludos.",0,0,
1372,7765,Ustedes vendieron al pais,0,0,
1373,3464,"MI CHIHUAHUA,AHI QUE ,SEPARARNOS DE MÉXICO,ANTES QUE NOS SIGAN HUNDIENDO !!",0,0,
1374,6947,"Uf! Ya el perro se ve de buen tamaño,   13:00",0,0,
1375,1726,"Lindo día, Presidente!La transformación es separar el poder político del economico!",0,0,
1376,4294,Hola Chumibb y Màquina 501!!!,0,1,
1377,1533,Ya no tiene ningún respaldo ciudadano Agan una encuesta ciudadana los que votaron por el están arrepentidos,0,0,
1378,2395,"Nos cuesta mucho mantener estas mentes tan brillantes y un INAI que nunca denuncio la corrupción  en sexenios  anteriores , ocultaron expedientes de casa blanca de Peña y el expediente de corrupción de Fox.",0,-1,
1379,2554,"Que bueno oír lo que pasa en esos estados mayormente gobernados por MORENA, porque aquí en Nuevo León no pasa nada todo sigue igual o peor no hubo cambio y que pena",1,0,
1380,943,"¡Bien Don Francisco Cruz! Es usted el Cronista de nuestros tiempos, de los tiempos donde crecimos muchos en nuestro querido México. ¡Siga a delante, informando a los más jóvenes sobre el nefasto neoliberalismo que llegó a nuestro país con miguel de la madrid y salinas y que es el sistema económico internacional de rateros, avorazados y escoria de nuestro tiempo!",0,0,
1381,6555,"Buenísimo el: you look like Alex Lora, a little bit
Jaja",0,0,
1382,3013,"Xochitl eres fácil yo no le saco  ya esta ud muy guanga  ya necesita una encamisada,ya imagino el boqueton",0,-1,
1383,4690,El carro quilla es el más barato de todo Semirara que se sabe de carro es The Way Los carros que son Buenos Son nissan Honda Toyota Chevrolet Jeep Hyundai Eso esncarros wenos no cómo el que dijistes wey,0,0,
1384,2559,QUE NO PIENSAN EN EL PRIAN QUE SUS PUESTOS NO SON ETERNOS??????A MI LA VERDAS ME DA GUSTO SU COMPORTAMIENTO PORQUE MUY PRONTO LOS ENERRAREMOS POLITICAMENE HABLANDO,0,-1,
1385,7275,Este wei no derrotaria ni a su abuela,0,0,
1386,6421,"No ha subido la luz todo sigue igual, saludos campechaneando",0,0,
1387,6600,Gracias hermanos por ser la voz de mucho de nosotros!!!,0,0,
1388,3969,"El PRIAN, donde quiera que esté, es problemático",0,-1,
1389,7596,Y no gracias a ti... Gober...,0,0,
1390,6540,Robarse la ayuda a Turquía es bajo...hasta para ellos!!!,0,0,
1391,7902,VIDEO COMPARTIDÍSIMO!,0,0,
1392,6461,"Par de canijos, que chingones son, felicidades y pa delante",0,0,
1393,6741,Noroña tiene una visión realista en relación a E.U.,1,0,
1394,2964,"Viernesque te quiero Viernes ¡Un abrazo, con entusiasmo Seguimos Juntos en la transformacion de nuestro país ¡",0,0,
1395,5578,Ciro:Y con eso le va a alcanzar sr presidentYo: Ciro se te hacía poquito lo que se robaban?,0,0,
1396,3244,Muy muy bien Andrés Manuel en esta entrevista un gran presidente con mucha transparencia,0,0,
1397,103,"MARCELO A ACTUADO DE MANERA DECEPCIONANTE, RAZÓN POR LA CUAL NO SE CREE QUE PROSPERE SU ASPIRACIÓN A SER PRESIDENTE.¡ES UN HONOR ESTAR CON EL VERDADERO PUEBLO DE MÉXICO, MORENA (SIN MONREAL Y SIN SU AMIGO EBRAD) Y EL EXCELENTÍSIMO PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR!",-1,0,
1398,1349,"El resultado electoral del edo de México,,,, demuestra que la gente está harta,,,de engaños y demagogia,,,de corrupción,,,,,cuadri no cuadra",0,0,
1399,7933,Saludos a la Letyluz,0,0,
1400,3622,Con este tipo de entrevistas nos aseguramos del triunfo de morena,1,0,
1401,7522,Como siempre Excelente Pulso 🇲🇽,0,0,
1402,6399,El Lopitos y el Abuelo monster hiciero su Jecreto en el Monte,0,0,
1403,4075,Larga vida para nuestro querido presidente,1,0,
1404,4197,🇲🇽sigan animooooooo!!!!! por México,0,0,
1405,5907,En el AIFA la limpieza está a cargo de Ecodeli una empresa de subcontratacion,0,0,
1406,6926,Todo un poeta su crítico de cine Swadäus  jeje,0,0,
1407,370,Viva la cuarta transformacion yo apoyo al 100% a nuestro presidente amlo,1,0,
1408,7245,Cuantas ganas de irse de este país ...,0,0,
1409,4248,🇲🇽 Orgullosamente Obradorista...,1,0,
1410,7102,Estos son los burros que nos gobiernan !!,0,0,
1411,7448,Samuel vales para pura mandarina.,-1,0,
1412,6695,2:42 Le quise subir la calidad y ya lo tenía en 1080,0,0,
1413,3055,SIMPLEMENTE SUBLIME Y SENSACIONAL !!!!CON CARIÑO PARA EL MEJOR DE LOS PEORES ENTRE LOS PEORES  AMLO !!!,-1,0,
1414,4987,"Que bien que entrevistan a todos, asi los dejan que se evidencien, que veamos sus mascaras y grandes defiencias, en este caso, o virtudes!!",0,0,
1415,2426,"Prefiero a chumi en el Zócalo, y como todos los días hay que aprender algo: por favor, díganme, quien es la Rosalía? Toca el piano? Canta de a devis? No está llena de silicón? Nunca la oí nombrar",0,1,
1416,2112,ya hacia falta brozo y loret!!!!!,0,1,
1417,2041,Amor con amor se paga viva mi presidente AMLO,1,0,
1418,4268,Bravo Chumibb y Màquinos 501!!!,0,0,
1419,2178,Buenas noches felicidades por todo lo que están haciendo con él IMSS en provincia. Pero yo pregunto porque está olvidado el Ote. La clínica 25 se derrumbó por estar afectada con los temblores y no la reconstruyeron y nos amontonaron en la clínica 120 y a muchos enfermos los enviaron a clínicas muy lejanas    . También merecemos atención . Suplicamos reconstruyan la clínica 25 . Esperamos nos escuche Sr. Presidente no nos olvide por favor. Saludos.,0,0,
1420,3501,Inimaginable la cantidad de títeres y zoombies al servicio del macuspano.,0,0,
1421,5904,"Grande, enorme, gigante, estupendo y exelente periodista de 1a. don paco cruz",0,0,
1422,7437,"Ni en sueños ,ni en otra realidad",0,0,
1423,8038,Pues es cierto :v,0,0,
1424,4241,Adiosito Chumibb y Màquina 501!!!,0,1,
1425,192,"Es una reflexión y la verdad a gritos, México pide auxilio. Mexicanos nos unimos o nos Terminamos de hundir, decidamos q patria queremos. Y como siempre muchas felicidades a ustedes Broso y  Loret por tan excepcional, única y brillante labor informativa con tinte humorístico, para conocer la verdad q aqueja a nuestro hermoso país. Un abrazo de corazón. Y cuidense mucho, bendiciones a su familia. Mi admiración siempre!!",0,1,
1426,1048,"No olvido la emoción de Xochitl Gálvez cuando fue invitada al cumpleaños de Diego Fernández de Cevallos... Y se le ocurrió sacar su camarita para filmar a los flamantes invitados a esa festividad... Todas bellísimas personas, ella incluida.",0,1,
1427,484,"LA LEY ES,  PUES, LA DISTINCIÓN DE LAS COSAS JUSTAS E INJUSTAS, EXPRESADA CON ARREGLO A AQUELLOS ANTIQUÍSIMA Y PRIMERA NATURALEZA DE LAS COSAS... TIENE RAZÓN,  APRECIADO SR.  PRÉSIDENTE LIC. AMLO️🇲🇽... SOMOS ESCLAVOS DE LAS LEYES PARÁ PODER SER LIBRES...🇲🇽",1,0,
1428,210,"Gracias Loret y Brozo!!, es de gran ayuda para andrés estar pegándole a la oposición, de Brozo no extraña por el gran amor que siempre ha sentido por el pejesapo y aunque ahora le pega siempre dijo que lo mejor que le había pasado a México era que ganara morena, así que ahora festeja que una rata gobernará el EdoMex.",-1,1,
1429,6185,El chiste del crimen orcanizado es el más bello que le he escuchado,0,0,
1430,1379,Por favor RESPETO PARA TODOS AS LOS PARTICIPANTES en la difusión de los logros de la 4T…la UNIDAD en el proyecto es lo más importante,1,0,
1431,2660,Que tristeza y que vergüenza que este presidente sea el que nos va a defender de una intervención de una invasión extranjera que Dios nos ampara,0,0,
1432,4986,CAMILO EGAÑA Y LA IDEOLOGÍA DE GÉNERO MERECEN EL MISMO NIVEL DE RESPETO QUE DAN A LA SAGRADA INOCENCIA DE LOS NIÑOS... ABSOLUTAMENTE CERO!!,0,0,
1433,1206,"Con esta entrevista, la Sra. Téllez  nos deja claro que  la oposición sigue sin un proyecto de peso y sin un sólo candidato que pueda vencer a Morena en las elecciones del 2024",1,-1,
1434,1774,huyen del pri pero van a buscar entrar en morena y eso no lo deben de permitir,0,-1,
1435,95,"Y que conste, fui ignorante, manipulado católico.
Por un MÉXICO LIBRE del catolicismo, madre espiritual de todos estos injustos, y de todas las injusticias que hemos padecido México y los Mexicanos:VIVE CRISTO,Viva México,Viva Nuestro SEñor PrESidente, AndraES Manuel López Obrador,Viva El MoReNa, El Justo. con los Justos, Amén, Amén y AMÉN.",1,0,
1436,2928,"Presidente Usted pasará a la historia como uno de los mejores presidentes del mundo, que orgullo estarlo viviendo",1,0,
1437,5255,"""Convocan a marcha NeoNanzi en Monterrey, y sólo fueron dos personas""
Yo: Déjenme adivinar... Doomentio y Oveja",0,0,
1438,8,Aún que la suprema corte ayude a los del prianrdmc para que los hermanos mexicanos no puedan votar aquí en México habemos los suficientes para votar por el Diputado Noroña y ganemos en el 24 para seguir con la 4T que claro que los también tienen derechos acá por el simple hecho de ser mexicano  pero como siempre son la pus del país y quieren que hagamos los que ellos quieran pero ya se les acabó su minita de oro viva la 4T AMLO,1,0,
1439,1596,Yo podría ser precandidato a la presidencia? Porque yo también tengo preparatoria como Lilh tellez,0,-1,
1440,4094,El PRI a sido una desgracia toda la vida,0,-1,
1441,3103,Muy cierto campe en Mexico viven en la gloria y no se dan cuenta cómo está en el mundo la cituacion,0,0,
1442,1012,"Por supuesto deben desaparecer tantos partidos políticos, solo debería existir uno, dentro de las tripas de un solo partido existen facciones y entre ellos mismos se deshacen y se descuartizan según creen ellos mismos merecer, ahi para muestra, tanto precandidato hoy día.",0,0,
1443,6537,Pero como no va ni siquiera a participar en la contienda,0,0,
1444,2272,Ayer fue la cuanta pública del presidente acá en Chile muy muy larga pero me pareció buena ya que dijo en que se equivocaron y reconoció logros de períodos anteriores como casas que se estaban entregando en este gobierno que se mandaron a hacer en los anteriores,0,0,
1445,7071,Simple y sencillo se pelean por el dinero.,0,0,
